,Date,Open,High,Low,Volume,Dividends,Close
0,2020-11-23,9.850937259983942,10.260561226381384,9.850937259983942,108197300,10.060744285583496,0.0
1,2020-11-24,10.700156621398849,10.840028292292162,10.39044111899144,176288800,10.44039535522461,0.0
2,2020-11-25,10.520321930722016,10.55029504464957,10.33049697316996,109872900,10.490349769592285,0.0
3,2020-11-27,10.540303646987187,10.550294684622095,10.300524460536131,54154800,10.390440940856934,0.0
4,2020-11-30,10.38045083232268,10.38045083232268,9.95084574298026,125104100,10.17064380645752,0.0
5,2020-12-01,10.320505643661255,10.470367397874446,10.100707578390484,86906200,10.140670776367188,0.0
6,2020-12-02,10.070735278886811,10.470367253129231,10.000799921593835,77235600,10.420413970947266,0.0
7,2020-12-03,10.39044070763144,10.69016516036649,10.380450623018561,91452900,10.59025764465332,0.0
8,2020-12-04,10.66019286656878,10.919954119184917,10.500340081204312,135020900,10.869999885559082,0.0
9,2020-12-07,10.879991615042822,11.089798647381317,10.75011098047158,97404000,10.850018501281738,0.0
10,2020-12-08,10.810054711496862,11.019861732366847,10.78008255217194,93378300,10.949926376342773,0.0
11,2020-12-09,10.989889964072686,11.47943937925536,10.989889964072686,126135500,11.379531860351562,0.0
12,2020-12-10,11.069815928655755,11.469447894283205,11.049834806773264,95671600,11.309595108032227,0.0
13,2020-12-11,11.269632677981773,11.399513313844063,11.009872359055025,88985700,11.14974308013916,0.0
14,2020-12-14,11.259642568818414,11.339568967210207,10.780083225669825,79317500,10.820046424865723,0.0
15,2020-12-15,10.93993587119802,11.139751864414851,10.640211404973867,86745800,11.099788665771484,0.0
16,2020-12-16,11.1197702849396,11.139751407041999,10.889981187576502,58815800,10.919954299926758,0.0
17,2020-12-17,10.929944203671878,10.979898437297713,10.790073492876848,62446000,10.869999885559082,0.0
18,2020-12-18,10.779999732971191,11.119999885559082,10.739999771118164,114753600,10.8100004196167,0.01
19,2020-12-21,10.470000267028809,10.869999885559082,10.359999656677246,85818700,10.770000457763672,0.0
20,2020-12-22,10.710000038146973,10.760000228881836,10.489999771118164,89007500,10.609999656677246,0.0
21,2020-12-23,10.680000305175781,10.979999542236328,10.619999885559082,60504500,10.859999656677246,0.0
22,2020-12-24,10.850000381469727,10.850000381469727,10.619999885559082,30049700,10.649999618530273,0.0
23,2020-12-28,10.699999809265137,10.779999732971191,10.579999923706055,53796700,10.640000343322754,0.0
24,2020-12-29,10.65999984741211,10.770000457763672,10.539999961853027,53035900,10.5600004196167,0.0
25,2020-12-30,10.579999923706055,10.850000381469727,10.550000190734863,50621000,10.710000038146973,0.0
26,2020-12-31,10.649999618530273,10.829999923706055,10.579999923706055,47702300,10.800000190734863,0.0
27,2021-01-04,10.890000343322754,10.899999618530273,10.399999618530273,79949500,10.470000267028809,0.0
28,2021-01-05,10.430000305175781,10.880000114440918,10.420000076293945,83700300,10.770000457763672,0.0
29,2021-01-06,10.829999923706055,11.619999885559082,10.829999923706055,131584600,11.359999656677246,0.0
30,2021-01-07,11.5600004196167,11.569999694824219,11.239999771118164,75289800,11.270000457763672,0.0
31,2021-01-08,11.289999961853027,11.4399995803833,11.15999984741211,72719700,11.34000015258789,0.0
32,2021-01-11,11.109999656677246,11.529999732971191,11.0600004196167,67396900,11.449999809265137,0.0
33,2021-01-12,11.510000228881836,11.90999984741211,11.40999984741211,91439300,11.779999732971191,0.0
34,2021-01-13,11.779999732971191,11.819999694824219,11.520000457763672,53713600,11.569999694824219,0.0
35,2021-01-14,11.609999656677246,11.729999542236328,11.579999923706055,59209500,11.65999984741211,0.0
36,2021-01-15,11.600000381469727,11.600000381469727,11.25,73609500,11.329999923706055,0.0
37,2021-01-19,11.479999542236328,11.649999618530273,11.399999618530273,63499400,11.430000305175781,0.0
38,2021-01-20,11.5,11.5,11.300000190734863,59015900,11.390000343322754,0.0
39,2021-01-21,11.399999618530273,11.430000305175781,11.069999694824219,65742200,11.069999694824219,0.0
40,2021-01-22,10.970000267028809,11.180000305175781,10.899999618530273,52919400,11.109999656677246,0.0
41,2021-01-25,11.140000343322754,11.149999618530273,10.770000457763672,92020900,10.989999771118164,0.0
42,2021-01-26,12.029999732971191,12.229999542236328,11.199999809265137,211803400,11.289999961853027,0.0
43,2021-01-27,11.079999923706055,11.5600004196167,10.640000343322754,149439900,11.380000114440918,0.0
44,2021-01-28,11.40999984741211,11.470000267028809,11.069999694824219,94099300,11.09000015258789,0.0
45,2021-01-29,11.0,11.239999771118164,10.670000076293945,108995100,10.680000305175781,0.0
46,2021-02-01,10.859999656677246,11.0,10.640000343322754,66685800,10.739999771118164,0.0
47,2021-02-02,10.880000114440918,11.350000381469727,10.84000015258789,84465900,11.239999771118164,0.0
48,2021-02-03,11.239999771118164,11.300000190734863,11.069999694824219,54214800,11.199999809265137,0.0
49,2021-02-04,11.229999542236328,11.5,11.1899995803833,66767800,11.449999809265137,0.0
50,2021-02-05,11.510000228881836,11.550000190734863,11.319999694824219,51767300,11.399999618530273,0.0
51,2021-02-08,11.470000267028809,11.649999618530273,11.40999984741211,42454500,11.609999656677246,0.0
52,2021-02-09,11.5600004196167,11.600000381469727,11.40999984741211,52738300,11.539999961853027,0.0
53,2021-02-10,11.59000015258789,11.59000015258789,11.380000114440918,45559900,11.399999618530273,0.0
54,2021-02-11,11.390000343322754,11.470000267028809,11.1899995803833,51742800,11.460000038146973,0.0
55,2021-02-12,11.40999984741211,11.739999771118164,11.380000114440918,58371600,11.729999542236328,0.0
56,2021-02-16,11.819999694824219,11.979999542236328,11.779999732971191,60260400,11.970000267028809,0.0
57,2021-02-17,11.84000015258789,11.949999809265137,11.760000228881836,42940100,11.859999656677246,0.0
58,2021-02-18,11.84000015258789,11.859999656677246,11.510000228881836,48816200,11.630000114440918,0.0
59,2021-02-19,11.720000267028809,12.029999732971191,11.680000305175781,60948400,12.020000457763672,0.0
